,0
4581,Joe Dirt 2: Beautiful Loser (2015)
4582,Joe Gould's Secret (2000)
4583,Joe Rogan: Live (2006)
4584,Joe Rogan: Triggered (2016)
4585,Joe Somebody (2001)
4586,Joe Versus the Volcano (1990)
4587,Joe's Apartment (1996)
4588,John Adams (2008)
4589,John Carter (2012)
4590,John Dies at the End (2012)
4591,John From (2015)
4592,John Mulaney: New In Town (2012)
4593,John Mulaney: The Comeback Kid (2015)
4594,John Q (2002)
4595,John Tucker Must Die (2006)
4596,John Wick (2014)
4597,John Wick: Chapter Two (2017)
4598,Johnny Be Good (1988)
4599,Johnny Belinda (1948)
4600,Johnny Dangerously (1984)
4601,Johnny Eager (1942)
4602,Johnny English (2003)
4603,Johnny English Reborn (2011)
4604,Johnny Express (2014)
4605,Johnny Handsome (1989)
4606,Johnny Mnemonic (1995)
4607,Johnny Stecchino (1991)
4608,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000)
4609,"Jolson Story, The (1946)"
4610,Jon Stewart Has Left the Building (2015)
4611,Jonah Hex (2010)
4612,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976)
4613,Jonah: A VeggieTales Movie (2002)
4614,"Joneses, The (2009)"
4615,Jonestown: The Life and Death of Peoples Temple (2006)
4616,Josie and the Pussycats (2001)
4617,Journey 2: The Mysterious Island (2012)
4618,"Journey of Natty Gann, The (1985)"
4619,Journey to the Center of the Earth (1959)
4620,Journey to the Center of the Earth (2008)
4621,Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013)
4622,Journeys with George (2002)
4623,Joy (2015)
4624,"Joy Luck Club, The (1993)"
4625,Joy Ride (2001)
4626,Joyeux Noël (Merry Christmas) (2005)
4627,Joyful Noise (2012)
4628,Ju Dou (1990)
4629,Ju-on: The Curse (2000)
4630,Ju-on: The Grudge (2002)
4631,Jubilee (1977)
4632,Judd Apatow: The Return (2017)
4633,Jude (1996)
4634,Judge Dredd (1995)
4635,"Judge, The (2014)"
4636,Judgment Night (1993)
4637,Judgment at Nuremberg (1961)
4638,Juice (1992)
4639,Jules and Jim (Jules et Jim) (1961)
4640,Julia (1977)
4641,Julia (2014)
4642,Julie & Julia (2009)
4643,Julien Donkey-Boy (1999)
4644,Juliet of the Spirits (Giulietta degli spiriti) (1965)
4645,Jumanji (1995)
4646,Jumanji: Welcome to the Jungle (2017)
4647,Jump In! (2007)
4648,Jump Tomorrow (2001)
4649,Jumper (2008)
4650,Jumpin' Jack Flash (1986)
4651,Junebug (2005)
4652,"Jungle Book 2, The (2003)"
4653,"Jungle Book, The (1967)"
4654,"Jungle Book, The (1994)"
4655,Jungle Fever (1991)
4656,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997)
4657,Junior (1994)
4658,Junior and Karlson (1968)
4659,Juno (2007)
4660,Jupiter Ascending (2015)
4661,Jupiter's Wife (1994)
4662,Jurassic Park (1993)
4663,Jurassic Park III (2001)
4664,Jurassic World (2015)
4665,Jurassic World: Fallen Kingdom (2018)
4666,"Juror, The (1996)"
4667,Jury Duty (1995)
4668,Just Before I Go (2014)
4669,Just Cause (1995)
4670,Just Eat It: A Food Waste Story (2014)
4671,Just Friends (2005)
4672,Just Go with It (2011)
4673,Just Jim (2015)
4674,Just Like Heaven (2005)
4675,Just Married (2003)
4676,Just My Luck (2006)
4677,Just One of the Guys (1985)
4678,Just Visiting (2001)
4679,Justice League (2017)
4680,Justice League: Crisis on Two Earths (2010)
4681,Justice League: Doom (2012) 
4682,Justice League: The New Frontier (2008) 
4683,Justin and the Knights of Valour (2013)
4684,Juwanna Mann (2002)
4685,K-19: The Widowmaker (2002)
4686,K-9 (1989)
4687,K-PAX (2001)
4688,Kagemusha (1980)
4689,Kalifornia (1993)
4690,Kama Sutra: A Tale of Love (1996)
4691,Kandahar (Safar e Ghandehar) (2001)
4692,Kangaroo Jack (2003)
4693,Kansas City (1996)
4694,Karate Bullfighter (1975)
4695,"Karate Kid, Part II, The (1986)"
4696,"Karate Kid, Part III, The (1989)"
4697,"Karate Kid, The (1984)"
4698,"Karate Kid, The (2010)"
4699,Karlson Returns (1970)
4700,Kaspar Hauser (1993)
4701,Kate & Leopold (2001)
4702,Kazaam (1996)
4703,Keanu (2016)
4704,Keep the River on Your Right: A Modern Cannibal Tale (2000)
4705,Keeping Up with the Joneses (2016)
4706,Keeping the Faith (2000)
4707,Kelly's Heroes (1970)
4708,Ken Park (2002)
4709,Kenny & Company (1976)
4710,"Kentucky Fried Movie, The (1977)"
4711,Kevin Hart: I'm a Grown Little Man (2009)
4712,Kevin Hart: Laugh at My Pain (2011)
4713,Kevin Smith: Too Fat For 40 (2010)
4714,Key Largo (1948)
4715,"Keys to the House, The (Chiavi di casa, Le) (2004)"
4716,Kick-Ass (2010)
4717,Kick-Ass 2 (2013)
4718,Kickboxer (1989)
4719,Kickboxer 2: The Road Back (1991)
4720,Kickin It Old Skool (2007)
4721,Kicking & Screaming (2005)
4722,Kicking Off (2016)
4723,Kicking and Screaming (1995)
4724,"Kid Stays in the Picture, The (2002)"
4725,"Kid in King Arthur's Court, A (1995)"
4726,Kid's Story (2003)
4727,"Kid, The (1921)"
4728,"Kid, The (2000)"
4729,Kidnapping Mr. Heineken (2015)
4730,"Kidnapping, Caucasian Style (Kavkazskaya plennitsa) (1967)"
4731,Kids (1995)
4732,"Kids Are All Right, The (2010)"
4733,Kids in the Hall: Brain Candy (1996)
4734,Kika (1993)
4735,Kiki's Delivery Service (Majo no takkyûbin) (1989)
4736,Kikujiro (Kikujirô no natsu) (1999)
4737,Kill Bill: Vol. 1 (2003)
4738,Kill Bill: Vol. 2 (2004)
4739,Kill Command (2016)
4740,Kill List (2011)
4741,Kill Me Three Times (2014)
4742,Kill the Irishman (2011)
4743,Kill the Messenger (2014)
4744,Kill! (Kiru) (1968)
4745,Killer Elite (2011)
4746,Killer Joe (2011)
4747,Killer Klowns from Outer Space (1988)
4748,Killer Movie (2008)
4749,"Killer Shrews, The (1959)"
4750,Killer's Kiss (1955)
4751,"Killer, The (Die xue shuang xiong) (1989)"
4752,Killers (2010)
4753,"Killers, The (1946)"
4754,"Killing Fields, The (1984)"
4755,Killing Me Softly (2002)
4756,Killing Them Softly (2012)
4757,Killing Zoe (1994)
4758,"Killing, The (1956)"
4759,Killshot (2008)
4760,Kin-Dza-Dza! (1986)
4761,Kind Hearts and Coronets (1949)
4762,Kindergarten Cop (1990)
4763,Kindergarten Cop 2 (2016)
4764,"Kindred, The (1986)"
4765,King Arthur (2004)
4766,King Kong (1933)
4767,King Kong (1976)
4768,King Kong (2005)
4769,King Kong Lives (1986)
4770,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962)
4771,King Ralph (1991)
4772,King Solomon's Mines (1937)
4773,King Solomon's Mines (1950)
4774,King Solomon's Mines (1985)
4775,"King and I, The (1956)"
4776,"King and I, The (1999)"
4777,"King in New York, A (1957)"
4778,King of California (2007)
4779,King of Comedy (Hei kek ji wong) (1999)
4780,"King of Comedy, The (1983)"
4781,King of Hearts (1966)
4782,King of Kings (1961)
4783,"King of Kong, The (2007)"
4784,"King of Masks, The (Bian Lian) (1996)"
4785,King of New York (1990)
4786,King's Ransom (2005)
4787,"King's Speech, The (2010)"
4788,Kingdom of Heaven (2005)
4789,"Kingdom, The (2007)"
4790,Kingpin (1996)
4791,"Kings of Summer, The (2013)"
4792,Kingsglaive: Final Fantasy XV (2016)
4793,Kingsman: The Golden Circle (2017)
4794,Kingsman: The Secret Service (2015)
4795,Kinky Boots (2005)
4796,Kinsey (2004)
4797,Kirikou and the Sorceress (Kirikou et la sorcière) (1998)
4798,Kiss Kiss Bang Bang (2005)
4799,Kiss Me Deadly (1955)
4800,Kiss Me Goodbye (1982)
4801,Kiss Me Kate (1953)
4802,"Kiss Me, Guido (1997)"
4803,"Kiss Me, Stupid (1964)"
4804,Kiss me Kismet (2006)
4805,Kiss of Death (1995)
4806,Kiss of the Dragon (2001)
4807,Kiss of the Spider Woman (1985)
4808,Kiss the Girls (1997)
4809,Kissed (1996)
4810,Kissing Jessica Stein (2001)
4811,Kit Kittredge: An American Girl (2008)
4812,Kitchen Stories (Salmer fra kjøkkenet) (2003)
4813,Kite (2014)
4814,"Kite Runner, The (2007)"
4815,Kizumonogatari II: Passionate Blood (2016)
4816,Kizumonogatari III: Cold Blood (2017)
4817,Kizumonogatari Part 1: Tekketsu (2016)
4818,Klute (1971)
4819,Knife in the Water (Nóz w wodzie) (1962)
4820,Knight and Day (2010)
4821,"Knight's Tale, A (2001)"
4822,Knights of Badassdom (2013)
4823,Knock Knock (2015)
4824,Knock Off (1998)
4825,Knockaround Guys (2002)
4826,Knocked Up (2007)
4827,Knockin' on Heaven's Door (1997)
4828,"Knot, The (2012)"
4829,Knowing (2009)
4830,Kolya (Kolja) (1996)
4831,Kong: Skull Island (2017)
4832,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983)
4833,Krabat (2008)
4834,Kramer vs. Kramer (1979)
4835,Krampus (2015)
4836,"Krays, The (1990)"
4837,Krippendorf's Tribe (1998)
4838,Krull (1983)
4839,Kubo and the Two Strings (2016)
4840,Kuffs (1992)
4841,Kull the Conqueror (1997)
4842,Kundun (1997)
4843,Kung Fu Hustle (Gong fu) (2004)
4844,Kung Fu Panda (2008)
4845,Kung Fu Panda 2 (2011)
4846,Kung Fu Panda 3 (2016)
4847,Kung Fu Panda: Secrets of the Furious Five (2008)
4848,Kung Fu Panda: Secrets of the Masters (2011)
4849,Kung Fury (2015)
4850,Kung Pow: Enter the Fist (2002)
4851,Kurt & Courtney (1998)
4852,Kurt Cobain: Montage of Heck (2015)
4853,Kwaidan (Kaidan) (1964)
4854,L.A. Confidential (1997)
4855,L.A. Slasher (2015)
4856,L.A. Story (1991)
4857,L.I.E. (2001)
4858,LBJ (2017)
4859,LEGO Batman: The Movie - DC Heroes Unite (2013)
4860,LEGO DC Super Hero Girls: Brain Drain (2017)
4861,LOL (2012)
4862,La Belle Verte (1996)
4863,La Cérémonie (1995)
4864,La La Land (2016)
4865,La cravate (1957)
4866,La vérité si je mens ! (1997)
4867,Labyrinth (1986)
4868,Ladder 49 (2004)
4869,"Ladies Man, The (2000)"
4870,Lady Bird (2017)
4871,"Lady Eve, The (1941)"
4872,Lady Jane (1986)
4873,"Lady Vanishes, The (1938)"
4874,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005)
4875,"Lady and the Duke, The (Anglaise et le duc, L') (2001)"
4876,Lady and the Tramp (1955)
4877,"Lady from Shanghai, The (1947)"
4878,Lady in White (a.k.a. The Mystery of the Lady in White) (1988)
4879,Lady in the Water (2006)
4880,Ladybird Ladybird (1994)
4881,Ladybugs (1992)
4882,Ladyhawke (1985)
4883,"Ladykillers, The (1955)"
4884,"Ladykillers, The (2004)"
4885,Lagaan: Once Upon a Time in India (2001)
4886,Laggies (2014)
4887,"Lake House, The (2006)"
4888,Lake Placid (1999)
4889,Lakeview Terrace (2008)
4890,Lamerica (1994)
4891,Lammbock (2001)
4892,Land Before Time III: The Time of the Great Giving (1995)
4893,"Land Before Time, The (1988)"
4894,"Land That Time Forgot, The (1975)"
4895,Land and Freedom (Tierra y libertad) (1995)
4896,Land of Plenty (Angst and Alienation in America) (2004)
4897,Land of the Dead (2005)
4898,Land of the Lost (2009)
4899,"Langoliers, The (1995)"
4900,Lantana (2001)
4901,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)
4902,Lara Croft Tomb Raider: The Cradle of Life (2003)
4903,Lara Croft: Tomb Raider (2001)
4904,Larger Than Life (1996)
4905,Larry Crowne (2011)
4906,Larry David: Curb Your Enthusiasm (1999)
4907,Lars and the Real Girl (2007)
4908,Lassie (1994)
4909,Last Action Hero (1993)
4910,"Last Airbender, The (2010)"
4911,"Last Boy Scout, The (1991)"
4912,"Last Castle, The (2001)"
4913,Last Dance (1996)
4914,Last Days (2005)
4915,"Last Days of Disco, The (1998)"
4916,"Last Days, The (1998)"
4917,"Last Detail, The (1973)"
4918,"Last Dragon, The (1985)"
4919,"Last Emperor, The (1987)"
4920,Last Exit to Brooklyn (1989)
4921,"Last Exorcism, The (2010)"
4922,Last Holiday (1950)
4923,Last Holiday (2006)
4924,"Last House on the Left, The (1972)"
4925,Last Hurrah for Chivalry (Hao xia) (1979)
4926,"Last King of Scotland, The (2006)"
4927,"Last Kiss, The (2006)"
4928,"Last Kiss, The (Ultimo bacio, L') (2001)"
4929,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)"
4930,Last Knights (2015)
4931,"Last Legion, The (2007)"
4932,Last Life in the Universe (Ruang rak noi nid mahasan) (2003)
4933,Last Man Standing (1996)
4934,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"
4935,"Last Metro, The (Dernier métro, Le) (1980)"
4936,"Last Mimzy, The (2007)"
4937,Last Night (1998)
4938,Last Orders (2001)
4939,"Last Picture Show, The (1971)"
4940,"Last Samurai, The (2003)"
4941,"Last Seduction, The (1994)"
4942,Last Shift (2014)
4943,"Last Song, The (2010)"
4944,"Last Stand, The (2013)"
4945,"Last Starfighter, The (1984)"
4946,"Last Supper, The (1995)"
4947,Last Tango in Paris (Ultimo tango a Parigi) (1972)
4948,"Last Temptation of Christ, The (1988)"
4949,Last Train Home (2009)
4950,"Last Unicorn, The (1982)"
4951,Last Vegas (2013)
4952,"Last Waltz, The (1978)"
4953,"Last Wave, The (1977)"
4954,"Last Wedding, The (Kivenpyörittäjän kylä) (1995)"
4955,"Last Winter, The (2006)"
4956,Last Year's Snow Was Falling (1983)
4957,Last of the Dogmen (1995)
4958,"Last of the Mohicans, The (1992)"
4959,Late Marriage (Hatuna Meuheret) (2001)
4960,Late Night Shopping (2001)
4961,Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog (2004)
4962,"Late Shift, The (1996)"
4963,Latter Days (2003)
4964,Laura (1944)
4965,Laurel Canyon (2002)
4966,"Lavender Hill Mob, The (1951)"
4967,Law Abiding Citizen (2009)
4968,"Law of Desire (Ley del deseo, La) (1987)"
4969,Lawless (2012)
4970,Lawnmower Man 2: Beyond Cyberspace (1996)
4971,"Lawnmower Man, The (1992)"
4972,Lawrence of Arabia (1962)
4973,Laws of Attraction (2004)
4974,Layer Cake (2004)
4975,Le Maître d'école (1981)
4976,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)"
4977,"League of Ordinary Gentlemen, A (2004)"
4978,"League of Their Own, A (1992)"
4979,Lean on Me (1989)
4980,Leap Year (2010)
4981,Leap of Faith (1992)
4982,Leatherheads (2008)
4983,Leave It to Beaver (1997)
4984,Leaves of Grass (2009)
4985,Leaving Las Vegas (1995)
4986,"Ledge, The (2011)"
4987,Lee Daniels' The Butler (2013)
4988,Left Behind: The Movie (2000)
4989,Legal Eagles (1986)
4990,Legally Blonde (2001)
4991,"Legally Blonde 2: Red, White & Blonde (2003)"
4992,Legend (1985)
4993,Legend (2015)
4994,Legend No. 17 (2013)
4995,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)"
4996,"Legend of Bagger Vance, The (2000)"
4997,"Legend of Drunken Master, The (Jui kuen II) (1994)"
4998,"Legend of Hell House, The (1973)"
4999,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)"
5000,"Legend of Sleepy Hollow, The (1949)"
5001,"Legend of Sleepy Hollow, The (1980)"
5002,"Legend of Zorro, The (2005)"
5003,Legend of the Guardians: The Owls of Ga'Hoole (2010)
5004,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)"
5005,Legends of the Fall (1994)
5006,Legion (2010)
5007,Legionnaire (1998)
5008,Lemonade (2016)
5009,Lemony Snicket's A Series of Unfortunate Events (2004)
5010,Leningrad Cowboys Go America (1989)
5011,Lenny (1974)
5012,Leonard Part 6 (1987)
5013,"Leopard, The (Gattopardo, Il) (1963)"
5014,Leprechaun (1993)
5015,Leprechaun 2 (1994)
5016,Leprechaun 3 (1995)
5017,Leprechaun 4: In Space (1997)
5018,Less Than Zero (1987)
5019,Lesson Faust (1994)
5020,Let It Be Me (1995)
5021,Let It Ride (1989)
5022,Let It Snow (1999)
5023,Let Me In (2010)
5024,Let the Bullets Fly (2010)
5025,Let the Right One In (Låt den rätte komma in) (2008)
5026,Let's Be Cops (2014)
5027,Let's Get Harry (1986)
5028,Let's Go to Prison (2006)
5029,Lethal Weapon (1987)
5030,Lethal Weapon 2 (1989)
5031,Lethal Weapon 3 (1992)
5032,Lethal Weapon 4 (1998)
5033,"Letter to Three Wives, A (1949)"
5034,"Letter, The (1940)"
5035,Letters from Iwo Jima (2006)
5036,Letters to Juliet (2010)
5037,Leviathan (2014)
5038,Levity (2003)
5039,"Liability, The (2012)"
5040,Liam (2000)
5041,Liar Liar (1997)
5042,"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A (2012)"
5043,Libeled Lady (1936)
5044,Liberal Arts (2012)
5045,"Libertine, The (2004)"
5046,Liberty Heights (1999)
5047,"Librarian, The: The Curse of the Judas Chalice (2008)"
5048,"Librarian: Quest for the Spear, The (2004)"
5049,"Librarian: Return to King Solomon's Mines, The (2006)"
5050,Libre et assoupi (2014)
5051,Licence to Kill (1989)
5052,License to Drive (1988)
5053,License to Wed (2007)
5054,Life (1999)
5055,Life After Beth (2014)
5056,"Life Aquatic with Steve Zissou, The (2004)"
5057,Life Eternal (2015)
5058,Life Is Beautiful (La Vita è bella) (1997)
5059,Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988)
5060,"Life Less Ordinary, A (1997)"
5061,Life Partners (2014)
5062,Life Stinks (1991)
5063,"Life and Death of Peter Sellers, The (2004)"
5064,Life and Debt (2001)
5065,Life as We Know It (2010)
5066,Life as a House (2001)
5067,"Life of David Gale, The (2003)"
5068,"Life of Emile Zola, The (1937)"
5069,Life of Pi (2012)
5070,Life or Something Like It (2002)
5071,Life with Father (1947)
5072,Life with Mikey (1993)
5073,Life-Size (2000)
5074,Lifeboat (1944)
5075,Lifeforce (1985)
5076,"Lifeguard, The (2013)"
5077,Lifted (2006)
5078,Light Years (Gandahar) (1988)
5079,Lightning Jack (1994)
5080,Lightning in a Bottle (2004)
5081,Lights Out (2016)
5082,Lights in the Dusk (Laitakaupungin valot) (2006)
5083,Like Crazy (2011)
5084,"Like Father, Like Son (1987)"
5085,Like Mike (2002)
5086,Like Stars on Earth (Taare Zameen Par) (2007)
5087,Like Water for Chocolate (Como agua para chocolate) (1992)
5088,Lilies of the Field (1963)
5089,Lilo & Stitch (2002)
5090,Lilting (2014)
5091,Lilya 4-Ever (Lilja 4-ever) (2002)
5092,Limbo (1999)
5093,Limelight (1952)
5094,"Limey, The (1999)"
5095,Limitless (2011)
5096,"Limits of Control, The (2009)"
5097,Lincoln (2012)
5098,"Lincoln Lawyer, The (2011)"
5099,"Line King: The Al Hirschfeld Story, The (1996)"
5100,Lion (2016)
5101,"Lion King 1½, The (2004)"
5102,"Lion King II: Simba's Pride, The (1998)"
5103,"Lion King, The (1994)"
5104,"Lion in Winter, The (1968)"
5105,Lionheart (1990)
5106,Lions For Lambs (2007)
5107,Liquid Truth (2017)
5108,Little Ashes (2008)
5109,Little Big League (1994)
5110,Little Big Man (1970)
5111,Little Big Soldier (Da bing xiao jiang) (2010)
5112,Little Black Book (2004)
5113,Little Boxes (2017)
5114,Little Buddha (1993)
5115,Little Caesar (1931)
5116,Little Children (2006)
5117,Little Darlings (1980)
5118,Little Dieter Needs to Fly (1997)
5119,"Little Drummer Boy, The (1968)"
5120,Little Fockers (2010)
5121,"Little Foxes, The (1941)"
5122,Little Giants (1994)
5123,"Little Girl Who Lives Down the Lane, The (1976)"
5124,Little Lord Fauntleroy (1936)
5125,Little Man (2006)
5126,Little Man Tate (1991)
5127,"Little Mermaid, The (1989)"
5128,Little Miss Marker (1980)
5129,Little Miss Sunshine (2006)
5130,Little Monsters (1989)
5131,Little Murders (1971)
5132,Little Nemo: Adventures in Slumberland (1992)
5133,Little Nicky (2000)
5134,Little Nikita (1988)
5135,"Little Princess, A (1995)"
5136,"Little Princess, The (1939)"
5137,"Little Rascals, The (1994)"
5138,Little Shop of Horrors (1986)
5139,"Little Shop of Horrors, The (1960)"
5140,"Little Vampire, The (2000)"
5141,Little Voice (1998)
5142,Little Women (1933)
5143,Little Women (1949)
5144,Little Women (1994)
5145,Live Flesh (Carne trémula) (1997)
5146,Live Free or Die Hard (2007)
5147,Live Nude Girls (1995)
5148,Live Wire (1992)
5149,Live and Let Die (1973)
5150,"Lives of Others, The (Das leben der Anderen) (2006)"
5151,"Living Daylights, The (1987)"
5152,Living Out Loud (1998)
5153,Living in Oblivion (1995)
5154,"Lizzie McGuire Movie, The (2003)"
5155,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993)
5156,Local Hero (1983)
5157,"Lock, Stock & Two Smoking Barrels (1998)"
5158,Locke (2013)
5159,Lockout (2012)
5160,"Lodger: A Story of the London Fog, The (1927)"
5161,Logan (2017)
5162,Logan Lucky (2017)
5163,Logan's Run (1976)
5164,Lola Montès (1955)
5165,Lola Versus (2012)
5166,Lolita (1962)
5167,Lolita (1997)
5168,London (2005)
5169,London Boulevard (2010)
5170,London Has Fallen (2016)
5171,London Town (2016)
5172,"Lone Ranger, The (2013)"
5173,Lone Star (1996)
5174,Lone Survivor (2013)
5175,Lonely Are the Brave (1962)
5176,"Lonely Guy, The (1984)"
5177,Lonesome Dove (1989)
5178,Long Day's Journey Into Night (1962)
5179,"Long Good Friday, The (1980)"
5180,"Long Goodbye, The (1973)"
5181,"Long Kiss Goodnight, The (1996)"
5182,Long Live Ghosts! (1977)
5183,Long Night's Journey Into Day (2000)
5184,"Long Walk Home, The (1990)"
5185,"Long, Hot Summer, The (1958)"
5186,"Longest Day, The (1962)"
5187,"Longest Yard, The (1974)"
5188,"Longest Yard, The (2005)"
5189,Look Who's Talking (1989)
5190,Look Who's Talking Now (1993)
5191,Look Who's Talking Too (1990)
5192,Looker (1981)
5193,Looking for Comedy in the Muslim World (2005)
5194,Looking for Richard (1996)
5195,"Lookout, The (2007)"
5196,Looney Tunes: Back in Action (2003)
5197,Looper (2012)
5198,Loose Cannons (1990)
5199,Lord of Illusions (1995)
5200,Lord of War (2005)
5201,Lord of the Flies (1963)
5202,Lord of the Flies (1990)
5203,"Lord of the Rings, The (1978)"
5204,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
5205,"Lord of the Rings: The Return of the King, The (2003)"
5206,"Lord of the Rings: The Two Towers, The (2002)"
5207,Lords of Dogtown (2005)
5208,"Lords of Flatbush, The (1974)"
5209,"Lords of Salem, The (2012)"
5210,Lorenzo's Oil (1992)
5211,Los Angeles Plays Itself (2003)
5212,Loser (1991)
5213,Loser (2000)
5214,"Losers, The (2010)"
5215,Losin' It (1983)
5216,Losing Isaiah (1995)
5217,"Loss of Sexual Innocence, The (1999)"
5218,Lost & Found (1999)
5219,"Lost Boys, The (1987)"
5220,Lost Highway (1997)
5221,Lost Horizon (1937)
5222,"Lost Skeleton of Cadavra, The (2002)"
5223,"Lost Weekend, The (1945)"
5224,"Lost World: Jurassic Park, The (1997)"
5225,Lost and Delirious (2001)
5226,Lost in America (1985)
5227,Lost in Austen (2008)
5228,Lost in La Mancha (2002)
5229,Lost in Space (1998)
5230,Lost in Translation (2003)
5231,Lost in the Sun (2015)
5232,"Lot Like Love, A (2005)"
5233,Louis C.K.: Chewed Up (2008)
5234,Louis C.K.: Hilarious (2010)
5235,Louis C.K.: Live at The Comedy Store (2015)
5236,Louis C.K.: Live at the Beacon Theater (2011)
5237,Louis C.K.: Oh My God (2013)
5238,Louis C.K.: Shameless (2007)
5239,Louis Theroux: Law & Disorder (2008)
5240,Love & Human Remains (1993)
5241,Love & Mercy (2014)
5242,Love (2015)
5243,Love Actually (2003)
5244,Love Affair (1939)
5245,Love Affair (1994)
5246,"Love Bug, The (1969)"
5247,Love Crazy (1941)
5248,Love Exposure (Ai No Mukidashi) (2008)
5249,"Love Guru, The (2008)"
5250,Love Is a Many-Splendored Thing (1955)
5251,Love Is the Devil (1998)
5252,Love Jones (1997)
5253,Love Lasts Three Years (L'amour dure trois ans) (2011)
5254,"Love Letter, The (1999)"
5255,Love Live! The School Idol Movie (2015)
5256,Love Liza (2002)
5257,Love Me If You Dare (Jeux d'enfants) (2003)
5258,Love Me Tender (1956)
5259,Love Potion #9 (1992)
5260,Love Serenade (1996)
5261,"Love Song for Bobby Long, A (2004)"
5262,Love Story (1970)
5263,Love and Basketball (2000)
5264,Love and Death (1975)
5265,Love and Death on Long Island (1997)
5266,Love and Other Catastrophes (1996)
5267,Love and Other Disasters (2006)
5268,Love and Other Drugs (2010)
5269,Love and Pigeons (1985)
5270,Love and a .45 (1994)
5271,Love at First Bite (1979)
5272,Love in the Afternoon (1957)
5273,Love's Labour's Lost (2000)
5274,"Love, Rosie (2014)"
5275,"Love, Simon (2018)"
5276,"Loved Ones, The (2009)"
5277,Lovely & Amazing (2001)
5278,"Lovely Bones, The (2009)"
5279,Lover Come Back (1961)
5280,"Lover, The (Amant, L') (1992)"
5281,Loverboy (1989)
5282,Lovers & Leavers (Kuutamolla) (2002)
5283,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)"
5284,Lovesick (2014)
5285,Loving Vincent (2017)
5286,"Low Down Dirty Shame, A (1994)"
5287,Lucas (1986)
5288,Luck by Chance (2009)
5289,Lucky Break (2001)
5290,Lucky Number Slevin (2006)
5291,"Lucky One, The (2012)"
5292,Lucky You (2007)
5293,Lucy (2014)
5294,Lumberjack Man (2015)
5295,Lumumba (2000)
5296,Luna Papa (1999)
5297,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979)
5298,Lust for Life (1956)
5299,"Lust, Caution (Se, jie) (2007)"
5300,Luther (2003)
5301,Luxo Jr. (1986)
5302,"Luzhin Defence, The (2000)"
5303,Lynne Koplitz: Hormonal Beast (2017)
5304,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
5305,M (1931)
5306,M*A*S*H (a.k.a. MASH) (1970)
5307,M. Butterfly (1993)
5308,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)"
5309,MacArthur (1977)
5310,MacGruber (2010)
5311,MacGyver: Lost Treasure of Atlantis (1994)
5312,MacGyver: Trail to Doomsday (1994)
5313,Macbeth (2015)
5314,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)"
5315,Machete (2010)
5316,Machete Kills (Machete 2) (2013)
5317,"Machine Girl, The (Kataude mashin gâru) (2008)"
5318,"Mack, The (1973)"
5319,Mackenna's Gold (1969)
5320,Mad City (1997)
5321,Mad Dog and Glory (1993)
5322,Mad Hot Ballroom (2005)
5323,Mad Love (1995)
5324,Mad Max (1979)
5325,Mad Max Beyond Thunderdome (1985)
5326,Mad Max: Fury Road (2015)
5327,Madagascar (2005)
5328,Madagascar 3: Europe's Most Wanted (2012)
5329,Madagascar: Escape 2 Africa (2008)
5330,Madame Bovary (1991)
5331,Madame Sousatzka (1988)
5332,Made (2001)
5333,Made in America (1993)
5334,Made in Dagenham (2010)
5335,Made in Heaven (1987)
5336,Made of Honor (2008)
5337,Madeline (1998)
5338,Madhouse (1990)
5339,Madly in Love (1981)
5340,"Madness of King George, The (1994)"
5341,Madonna: Truth or Dare (1991)
5342,Maelström (2000)
5343,"Magdalene Sisters, The (2002)"
5344,Maggie (2015)
5345,Maggie's Plan (2015)
5346,Magic Mike (2012)
5347,Magic Mike XXL (2015)
5348,Magic in the Moonlight (2014)
5349,"Magnificent Ambersons, The (1942)"
